tpearce003,0
IrrancaDaviesMP,0
MrJohnNicolson,0
drewhendrySNP,0
GregHands,0
vickyfoxcroft,0
stephenctimms,0
GwynneMP,0
PeteWishart,0
wesstreeting,0
timfarron,0
jreynoldsMP,0
RebeccaHarrisMP,0
MikeGapes,0
OnnMel,0
EilidhWhiteford,0
coyleneil,0
GeorgeKerevan,0
Mark4WyreForest,0
TomTugendhat,0
HelenGrantMP,0
EstherMcVeyMP,0
halfon4harlowMP,0
HannahB4LiviMP,0
alisonthewliss,0
CatherineWest1,0
marion53f,0
InverclydeMP,1
DeidreBrock,0
FlickD,0
SeemaMalhotra1,0
FrankRoyMP,0
RobertBuckland,0
Y_FovargueMP,0
RobWilson_RDG,0
SadiqKhan,0
karlmccartney,0
Steven4Stirling,0
MarcusFysh,0
JoStevensLabour,0
ChiOnwurah,0
StewartMcDonald,1
iswales,0
JasonMcCartney,0
georgegalloway,0
GWilliamsonMP,0
NicDakinMP,0
stephen_gilbert,0
stephen_mosley,0
SamGyimah,0
AnneMcLaughlin,0
BarryGardiner,0
BrandonLewis,0
LiamFoxMP,0
dannyalexander,0
lisacameronsnp,0
PaulFlynnMP,0
TommySheppard,0
karen__bradley,0
michelledonelan,0
neil_parish,0
LiamByrneMP,0
andrewpercy,0
SimonKirbyMP,0
KarlTurnerMP,0
ArklessRichard,0
marklazarowicz,0
willquince,0
IanMurrayMP,0
johnmcdonnellMP,0
DJWarburton,0
sheryllmurray,0
jreedmp,0
edvaizey,0
stellacreasy,0
AnnMcKechinMP,0
AlasdairMcD_MP,0
JonAshworth,0
_PaulMonaghan,0
Jo_Cox1,0
labourlewis,0
danielbyles,0
PaulBurstow,0
hammersmithandy,0
GradySNP,1
HackneyAbbott,0
michaelmeacher,0
LouiseEllman,0
AlokSharma_RDG,0
AngusMacNeilSNP,0
Peter_Dowd,0
DamianCollins,0
theresecoffey,0
lynbrownmp,0
joannaccherry,0
MichelleThomson,0
GordonBanksMP,0
grahamemorris,0
ronniecowan,0
ChukaUmunna,0
cj_dinenage,0
ConorMcGinn,0
JonathanPlaid,0
ChrisPincher,0
RobertJenrick,0
GeraintDaviesMP,0
IanMearnsMP,0
JWoodcockMP,0
GeraldJonesLAB,0
andreajenkyns,0
DavidJonesMP,1
Mike4Eastleigh,0
mtpennycook,0
MartinJDocherty,0
PeterNorthDevon,0
BrendanOHaraSNP,0
murrisonMP,0
sajidjavid,0
annaturley,0
uxbridgewalrus,0
TasminaSheikh,0
Caroline_Ansell,0
HywelPlaidCymru,0
DougChapmanSNP,0
RichardBurdenMP,0
ChrisWhite_MP,0
GemmaWDMP,0
julianhuppert,0
nataliemcgarry,7
MichaelMcCannMP,0
Thomas_Docherty,0
EricPickles,0
angelasmithmp,0
kirstenoswald,0
damiangreenmp,0
GuyOpperman,0
ChrisLawSNP,0
lucyallan,0
PhilBoswellSNP,0
Amy__Macdonald,0
InverclydeCLP,0
Shettleston_SNP,5
theSNP,6
