2,Leaflet team out pounding the streets this morning. #GE15 #VoteSNP #GlasgowEast http://t.co/d0me11GpuF,Sat Feb 28 12:07:08 EST 2015,Sat Feb 28 16:30:05 EST 2015
2,Someone said to me at #SNPConf you are really young. Astounded to find out I am 33. One of older Glasgow candidates! #GE15,Sun Mar 29 00:40:43 EDT 2015,Sun Mar 29 01:01:47 EDT 2015
